Transaction ID,Date,Time,Store ID,Product Name,Category,Subcategory,Quantity Sold,Price per Unit,Total Sales,Discount,Payment Method,Customer ID,Age,Gender,Income Level,Location,Loyalty Program,Purchase Frequency
T0056,2024-02-20,07:49:31,S005,Protein Powders 981,Health and Wellness,Protein Powders,3,77139.46,231418.38,26073.63,Credit Card,C0088,68,Male,"25,000-49,999",Delhi,No,Medium
T0085,2024-01-16,17:22:53,S004,Air Purifiers 841,Home Appliances,Air Purifiers,3,93817.91,281453.73,34849.77,Cash,C0048,39,Female,"75,000-99,999",Mumbai,No,Medium
T0062,2024-02-27,22:35:12,S004,Printers 974,Electronics,Printers,3,9110.98,27332.94,4334.49,Cash,C0069,22,Male,"100,000+",Chennai,No,High
T0099,2024-06-10,21:27:03,S002,Home Assistants 834,Electronics,Home Assistants,4,63585.37,254341.48,63257.76,Mobile Payment,C0035,39,Female,"100,000+",Chennai,Yes,High
T0067,2024-03-24,11:34:14,S003,Vacuum Cleaners 167,Home Appliances,Vacuum Cleaners,3,33661.78,100985.34,4683.29,Cash,C0030,23,Male,"50,000-74,999",Chennai,No,Medium
T0022,2024-05-02,08:33:27,S002,Treadmills 323,Sports and Outdoors,Treadmills,2,37554.71,75109.42,205.6,Debit Card,C0037,72,Female,"<25,000",Chennai,No,High
T0044,2024-06-27,16:53:44,S002,Jackets 114,Fashion and Accessories,Jackets,3,5988.54,17965.62,4648.94,Debit Card,C0013,31,Male,"25,000-49,999",Hyderabad,Yes,High
T0074,2024-05-11,15:59:39,S005,Audiobooks 314,Books and Media,Audiobooks,1,47876.6,47876.6,14000.59,Cash,C002,62,Female,"75,000-99,999",Delhi,Yes,Low
T0098,2024-03-12,13:34:44,S002,Wearable Devices 620,Electronics,Wearable Devices,3,41196.47,123589.41,17819.03,Credit Card,C0090,61,Female,"50,000-74,999",Chennai,Yes,Low
T0015,2024-03-12,10:31:54,S001,Non-Fiction Books 742,Books and Media,Non-Fiction Books,1,57315.14,57315.14,3467.48,Debit Card,C0061,68,Female,"100,000+",Chennai,No,Low
T0064,2024-05-24,13:30:08,S005,Microwave Ovens 803,Home Appliances,Microwave Ovens,5,61692.2,308461.0,20991.55,Mobile Payment,C0023,53,Female,"75,000-99,999",Bangalore,Yes,Medium
T0039,2024-03-06,01:01:06,S002,Jewelry 911,Fashion and Accessories,Jewelry,4,48416.4,193665.6,30513.48,Debit Card,C0047,82,Female,"50,000-74,999",Delhi,Yes,Medium
T0039,2024-04-29,01:26:01,S001,Laptops 590,Electronics,Laptops,3,21754.01,65262.03,1373.57,Credit Card,C0016,39,Female,"<25,000",Chennai,Yes,High
T0080,2024-05-23,13:56:46,S004,Smartphones 792,Electronics,Smartphones,2,93941.64,187883.28,20942.9,Credit Card,C0028,27,Female,"25,000-49,999",Delhi,No,High
T0073,2024-04-15,18:33:18,S005,Digital Cameras 134,Electronics,Digital Cameras,3,78338.24,235014.72,14604.52,Debit Card,C0086,23,Female,"25,000-49,999",Chennai,Yes,Medium
T0070,2024-04-21,01:31:20,S003,Sports Apparel 709,Sports and Outdoors,Sports Apparel,4,88941.08,355764.32,96134.86,Cash,C0025,27,Female,"75,000-99,999",Mumbai,No,Low
T00100,2024-04-26,22:06:47,S004,Camping Gear 957,Sports and Outdoors,Camping Gear,3,43009.32,129027.96,13425.08,Cash,C0085,52,Female,"75,000-99,999",Mumbai,Yes,High
T0023,2024-06-21,01:21:06,S001,Non-Fiction Books 383,Books and Media,Non-Fiction Books,1,97392.55,97392.55,17035.2,Credit Card,C0067,50,Female,"100,000+",Chennai,Yes,Low
T0086,2024-06-23,04:14:07,S004,Washing Machines 814,Home Appliances,Washing Machines,1,19238.04,19238.04,5447.28,Cash,C0046,58,Female,"50,000-74,999",Hyderabad,Yes,High
T0091,2024-06-12,08:56:57,S005,Massage Devices 432,Health and Wellness,Massage Devices,4,99164.85,396659.4,87001.99,Debit Card,C008,26,Male,"25,000-49,999",Delhi,No,Low
T0067,2024-07-15,01:44:16,S005,Refrigerators 814,Home Appliances,Refrigerators,1,37063.66,37063.66,5386.66,Debit Card,C0044,48,Male,"50,000-74,999",Delhi,No,Medium
T0069,2024-05-08,11:13:29,S002,Watches 278,Fashion and Accessories,Watches,3,38537.26,115611.78,12805.52,Cash,C0027,64,Female,"25,000-49,999",Hyderabad,Yes,Medium
T007,2024-01-26,05:52:05,S002,Refrigerators 233,Home Appliances,Refrigerators,5,39881.87,199409.35,10384.03,Mobile Payment,C0053,46,Male,"100,000+",Delhi,No,Medium
T0071,2024-01-07,11:20:31,S002,Air Purifiers 637,Home Appliances,Air Purifiers,1,46462.69,46462.69,13104.12,Cash,C0021,52,Male,"25,000-49,999",Mumbai,Yes,Medium
T0072,2024-06-29,00:20:05,S001,Electric Kettles 151,Home Appliances,Electric Kettles,5,52288.75,261443.75,47390.15,Mobile Payment,C0050,50,Female,"100,000+",Bangalore,No,High
T0043,2024-03-19,05:01:44,S002,Laptops 825,Electronics,Laptops,4,11475.86,45903.44,8028.31,Cash,C0045,69,Female,"100,000+",Delhi,No,High
T0090,2024-02-24,19:36:27,S003,Laptops 335,Electronics,Laptops,2,37091.59,74183.18,1968.81,Mobile Payment,C0045,71,Male,"50,000-74,999",Delhi,Yes,Medium
T0033,2024-04-12,13:21:09,S002,Yoga Mats 542,Sports and Outdoors,Yoga Mats,5,34081.36,170406.8,37592.84,Credit Card,C0064,72,Female,"50,000-74,999",Hyderabad,No,Low
T0081,2024-05-23,21:01:54,S002,Electric Kettles 336,Home Appliances,Electric Kettles,4,14033.34,56133.36,7197.33,Debit Card,C0030,38,Male,"75,000-99,999",Hyderabad,Yes,Low
T0091,2024-01-02,00:53:56,S005,Jackets 502,Fashion and Accessories,Jackets,5,63683.02,318415.1,27585.11,Cash,C0059,82,Male,"100,000+",Chennai,Yes,Low
T008,2024-05-11,18:54:11,S002,Electric Kettles 481,Home Appliances,Electric Kettles,4,29758.17,119032.68,17454.02,Cash,C0052,81,Male,"25,000-49,999",Bangalore,No,High
T0053,2024-05-16,07:13:53,S003,Scarves 631,Fashion and Accessories,Scarves,3,27640.87,82922.61,6388.66,Debit Card,C0070,39,Male,"100,000+",Delhi,No,Low
T007,2024-03-18,08:09:27,S004,Supplements 508,Health and Wellness,Supplements,3,64436.15,193308.45,32441.01,Mobile Payment,C0090,56,Female,"<25,000",Mumbai,No,Medium
T0066,2024-06-02,07:45:12,S001,Washing Machines 416,Home Appliances,Washing Machines,1,42665.29,42665.29,3090.35,Debit Card,C0027,53,Male,"100,000+",Bangalore,No,Low
T0078,2024-03-25,12:38:55,S001,Bluetooth Speakers 508,Electronics,Bluetooth Speakers,5,5138.68,25693.4,4432.59,Cash,C0091,56,Male,"75,000-99,999",Delhi,No,Low
T0070,2024-03-15,03:24:30,S005,Audiobooks 576,Books and Media,Audiobooks,3,92373.42,277120.26,16653.58,Debit Card,C0036,26,Male,"<25,000",Bangalore,Yes,Low
T0030,2024-05-02,16:45:23,S003,Headphones 492,Electronics,Headphones,1,17158.85,17158.85,3102.5,Credit Card,C0023,36,Female,"<25,000",Bangalore,No,Medium
T0026,2024-05-10,22:05:09,S003,Routers 366,Electronics,Routers,3,97399.67,292199.01,73451.95,Credit Card,C0099,39,Male,"50,000-74,999",Bangalore,Yes,Low
T0065,2024-01-15,03:21:39,S004,Microwave Ovens 487,Home Appliances,Microwave Ovens,5,41353.17,206765.85,488.41,Cash,C0094,68,Female,"75,000-99,999",Mumbai,Yes,Medium
T0036,2024-06-16,21:37:58,S005,Gaming Consoles 125,Electronics,Gaming Consoles,4,59149.52,236598.08,54476.01,Debit Card,C0043,35,Female,"25,000-49,999",Mumbai,No,Medium
T0071,2024-03-30,04:56:47,S002,Massage Devices 109,Health and Wellness,Massage Devices,1,29549.55,29549.55,7612.04,Credit Card,C0096,38,Female,"25,000-49,999",Delhi,No,Medium
T0081,2024-04-19,21:03:31,S004,Graphic Novels 139,Books and Media,Graphic Novels,5,19991.13,99955.65,15449.02,Mobile Payment,C0064,25,Male,"50,000-74,999",Chennai,Yes,High
T0060,2024-01-28,19:50:30,S004,Headphones 417,Electronics,Headphones,4,61215.59,244862.36,14362.64,Debit Card,C0072,77,Male,"100,000+",Hyderabad,Yes,Low
T0035,2024-04-13,17:13:44,S001,Bluetooth Speakers 833,Electronics,Bluetooth Speakers,1,60861.07,60861.07,12106.96,Mobile Payment,C0041,26,Male,"25,000-49,999",Bangalore,Yes,High
T0041,2024-01-12,21:38:47,S002,Treadmills 328,Sports and Outdoors,Treadmills,1,66203.66,66203.66,9448.7,Mobile Payment,C0046,81,Female,"75,000-99,999",Hyderabad,Yes,Medium
T0051,2024-02-25,18:31:38,S005,Jewelry 759,Fashion and Accessories,Jewelry,1,59174.66,59174.66,5082.11,Cash,C0098,46,Male,"100,000+",Delhi,Yes,High
T0083,2024-05-27,04:34:00,S005,Shoes 669,Fashion and Accessories,Shoes,3,78680.05,236040.15,32467.74,Cash,C002,24,Female,"50,000-74,999",Chennai,No,Medium
T0055,2024-01-03,12:54:19,S003,Bicycles 711,Sports and Outdoors,Bicycles,3,79023.68,237071.04,70937.66,Debit Card,C0026,62,Female,"75,000-99,999",Hyderabad,No,Medium
T0044,2024-05-12,00:22:38,S002,Running Shoes 725,Sports and Outdoors,Running Shoes,3,59734.7,179204.1,7701.31,Debit Card,C0091,63,Female,"100,000+",Bangalore,No,Low
T0088,2024-05-03,07:05:56,S003,Fitness Equipment 671,Health and Wellness,Fitness Equipment,5,60846.27,304231.35,590.79,Debit Card,C0070,48,Female,"25,000-49,999",Hyderabad,Yes,Medium
T0090,2024-02-24,02:10:27,S001,Non-Fiction Books 951,Books and Media,Non-Fiction Books,2,54219.63,108439.26,26831.72,Credit Card,C0056,67,Male,"50,000-74,999",Chennai,No,Medium
T0045,2024-04-09,04:32:26,S003,Graphic Novels 106,Books and Media,Graphic Novels,3,3467.84,10403.52,2577.21,Mobile Payment,C0019,35,Male,"100,000+",Hyderabad,Yes,High
T0082,2024-01-16,04:00:56,S002,Laptops 534,Electronics,Laptops,2,99858.48,199716.96,39592.68,Mobile Payment,C0038,67,Female,"25,000-49,999",Hyderabad,No,Medium
T0045,2024-03-25,20:32:33,S002,DVDs 764,Books and Media,DVDs,1,93139.23,93139.23,20017.29,Cash,C001,34,Female,"<25,000",Mumbai,Yes,Medium
T0019,2024-06-05,05:47:16,S005,CDs 189,Books and Media,CDs,5,2644.41,13222.05,1851.55,Mobile Payment,C0060,62,Male,"<25,000",Hyderabad,No,Low
T0099,2024-01-16,02:50:57,S004,Handbags 226,Fashion and Accessories,Handbags,1,55369.76,55369.76,9636.68,Cash,C0091,35,Male,"50,000-74,999",Mumbai,No,Medium
T0070,2024-01-11,10:27:40,S005,Washing Machines 439,Home Appliances,Washing Machines,2,33331.84,66663.68,8226.44,Credit Card,C0088,36,Male,"75,000-99,999",Delhi,No,High
T0019,2024-04-20,05:33:24,S005,Vitamins 502,Health and Wellness,Vitamins,5,32559.44,162797.2,38929.04,Credit Card,C0063,31,Male,"25,000-49,999",Chennai,No,High
T0024,2024-07-12,01:29:38,S003,Massage Devices 153,Health and Wellness,Massage Devices,4,12763.97,51055.88,12803.73,Credit Card,C0047,76,Male,"25,000-49,999",Bangalore,Yes,High
T0058,2024-05-26,15:50:43,S005,Sports Apparel 630,Sports and Outdoors,Sports Apparel,4,23959.96,95839.84,19926.54,Cash,C0051,73,Male,"<25,000",Bangalore,No,Medium
T0088,2024-03-08,11:57:49,S002,Dishwashers 482,Home Appliances,Dishwashers,3,10814.86,32444.58,4922.28,Debit Card,C005,73,Male,"50,000-74,999",Delhi,No,Low
T0056,2024-02-27,05:15:31,S004,Magazines 478,Books and Media,Magazines,2,86293.71,172587.42,21883.23,Debit Card,C0089,76,Male,"<25,000",Hyderabad,No,Low
T0060,2024-07-09,02:17:56,S003,Routers 221,Electronics,Routers,1,58709.98,58709.98,7511.05,Debit Card,C0095,54,Female,"100,000+",Chennai,No,High
T0095,2024-01-27,11:49:04,S003,Treadmills 900,Sports and Outdoors,Treadmills,3,41746.78,125240.34,17501.92,Cash,C0084,61,Male,"<25,000",Hyderabad,No,Low
T0043,2024-02-18,21:49:59,S004,Laptops 243,Electronics,Laptops,2,58160.03,116320.06,32436.18,Credit Card,C0052,40,Male,"<25,000",Mumbai,No,Low
T0031,2024-01-06,20:33:31,S002,Bluetooth Speakers 961,Electronics,Bluetooth Speakers,2,94267.34,188534.68,38436.09,Credit Card,C0079,76,Female,"25,000-49,999",Chennai,No,High
T0013,2024-06-04,18:16:39,S005,Microwave Ovens 886,Home Appliances,Microwave Ovens,3,69514.08,208542.24,8643.3,Mobile Payment,C009,31,Male,"<25,000",Hyderabad,No,Medium
T0073,2024-01-18,09:00:41,S002,Treadmills 766,Sports and Outdoors,Treadmills,3,49365.7,148097.1,19742.63,Debit Card,C0040,27,Male,"75,000-99,999",Bangalore,No,Medium
T0082,2024-03-19,17:09:50,S004,Protein Powders 773,Health and Wellness,Protein Powders,2,36954.65,73909.3,7781.11,Debit Card,C0097,68,Female,"100,000+",Hyderabad,Yes,Medium
T0046,2024-04-02,16:27:42,S002,Vitamins 972,Health and Wellness,Vitamins,4,11549.04,46196.16,11302.36,Debit Card,C0036,55,Female,"<25,000",Delhi,No,Low
T0084,2024-06-22,21:25:15,S003,Protein Powders 730,Health and Wellness,Protein Powders,4,83200.2,332800.8,71447.43,Mobile Payment,C0067,52,Female,"75,000-99,999",Chennai,No,Medium
T0020,2024-01-16,08:03:49,S001,Water Heaters 896,Home Appliances,Water Heaters,3,13610.36,40831.08,472.34,Mobile Payment,C0051,39,Female,"75,000-99,999",Delhi,Yes,High
T0044,2024-01-22,00:44:44,S002,Fitness Trackers 106,Sports and Outdoors,Fitness Trackers,1,63011.87,63011.87,13787.04,Cash,C0050,25,Female,"50,000-74,999",Delhi,No,Low
T0065,2024-06-18,18:07:35,S001,CDs 185,Books and Media,CDs,1,59262.66,59262.66,1096.75,Cash,C0043,78,Female,"75,000-99,999",Bangalore,No,Low
T0047,2024-02-07,16:05:03,S001,Comic Books 112,Books and Media,Comic Books,2,4076.96,8153.92,2158.33,Mobile Payment,C0055,32,Male,"75,000-99,999",Delhi,Yes,High
T00100,2024-01-17,20:03:50,S005,Skincare Products 109,Health and Wellness,Skincare Products,5,63877.79,319388.95,90170.16,Cash,C005,81,Male,"75,000-99,999",Mumbai,Yes,High
T0016,2024-01-28,13:21:17,S005,Magazines 489,Books and Media,Magazines,5,14767.28,73836.4,6651.08,Debit Card,C0064,56,Male,"75,000-99,999",Mumbai,No,Medium
T005,2024-03-06,09:11:12,S002,Skincare Products 426,Health and Wellness,Skincare Products,1,5243.41,5243.41,23.88,Mobile Payment,C0057,67,Female,"100,000+",Mumbai,Yes,Medium
T0037,2024-05-30,09:16:10,S005,Magazines 423,Books and Media,Magazines,3,64319.31,192957.93,19610.93,Mobile Payment,C0092,70,Male,"<25,000",Bangalore,Yes,High
T0014,2024-04-14,02:17:02,S004,Gloves 833,Fashion and Accessories,Gloves,3,97302.27,291906.81,69153.79,Cash,C0025,64,Male,"25,000-49,999",Mumbai,No,Medium
T0069,2024-05-15,00:25:21,S002,Gaming Consoles 259,Electronics,Gaming Consoles,3,92391.19,277173.57,75022.4,Debit Card,C0068,25,Female,"100,000+",Delhi,No,High
T0072,2024-07-02,18:34:11,S003,Camping Gear 253,Sports and Outdoors,Camping Gear,4,64143.26,256573.04,34247.08,Debit Card,C0050,22,Male,"<25,000",Mumbai,Yes,High
T0028,2024-01-18,04:03:10,S001,Jewelry 257,Fashion and Accessories,Jewelry,5,34653.83,173269.15,51279.54,Mobile Payment,C0056,74,Female,"<25,000",Delhi,No,Low
T0070,2024-04-18,08:25:19,S005,Digital Cameras 777,Electronics,Digital Cameras,1,82812.3,82812.3,8818.84,Mobile Payment,C0026,37,Male,"<25,000",Mumbai,No,High
T0096,2024-04-30,17:47:46,S002,Fitness Equipment 993,Health and Wellness,Fitness Equipment,3,70502.18,211506.54,48885.26,Cash,C0073,44,Female,"<25,000",Hyderabad,Yes,Medium
T0045,2024-04-19,05:27:11,S003,Magazines 305,Books and Media,Magazines,3,96315.88,288947.64,45872.56,Mobile Payment,C0087,47,Female,"50,000-74,999",Chennai,No,Medium
T0071,2024-06-28,02:37:31,S005,Laptops 731,Electronics,Laptops,2,39232.15,78464.3,19805.34,Credit Card,C0028,83,Female,"<25,000",Bangalore,Yes,Low
T0066,2024-01-26,02:41:32,S003,Fiction Books 489,Books and Media,Fiction Books,2,2962.48,5924.96,1404.11,Debit Card,C0021,60,Female,"75,000-99,999",Hyderabad,Yes,High
T0065,2024-04-18,21:16:23,S003,Sunglasses 210,Fashion and Accessories,Sunglasses,3,84906.06,254718.18,34487.89,Cash,C0029,44,Female,"100,000+",Hyderabad,Yes,Medium
T0027,2024-05-04,08:03:53,S002,DVDs 870,Books and Media,DVDs,1,78237.38,78237.38,20912.83,Mobile Payment,C0062,59,Male,"75,000-99,999",Hyderabad,Yes,High
T0019,2024-03-08,14:52:40,S001,Coffee Makers 433,Home Appliances,Coffee Makers,4,71138.29,284553.16,47274.61,Credit Card,C0051,28,Female,"<25,000",Delhi,No,Medium
T0012,2024-02-07,15:12:30,S003,Dishwashers 937,Home Appliances,Dishwashers,4,80012.37,320049.48,23928.41,Debit Card,C0074,72,Male,"<25,000",Hyderabad,Yes,High
T0069,2024-01-16,06:38:13,S002,Hiking Boots 885,Sports and Outdoors,Hiking Boots,2,60642.19,121284.38,8575.32,Credit Card,C0034,47,Male,"25,000-49,999",Chennai,Yes,High
T0088,2024-01-06,15:18:54,S005,Coffee Makers 709,Home Appliances,Coffee Makers,4,76389.7,305558.8,91659.77,Debit Card,C0043,26,Male,"25,000-49,999",Chennai,Yes,High
T0027,2024-01-19,16:35:19,S005,Digital Cameras 380,Electronics,Digital Cameras,1,49627.35,49627.35,10041.93,Credit Card,C0071,74,Female,"75,000-99,999",Mumbai,No,Low
T0032,2024-02-10,02:22:57,S005,Sunglasses 184,Fashion and Accessories,Sunglasses,1,9829.68,9829.68,2878.79,Cash,C0027,75,Male,"50,000-74,999",Chennai,No,Low
T0012,2024-05-07,02:04:44,S001,Dumbbells 780,Sports and Outdoors,Dumbbells,3,2253.45,6760.35,1948.54,Cash,C002,62,Male,"75,000-99,999",Hyderabad,No,Medium
T0031,2024-04-26,11:18:29,S004,Laptops 863,Electronics,Laptops,5,25656.04,128280.2,34259.53,Mobile Payment,C0071,58,Male,"50,000-74,999",Bangalore,Yes,High
T0061,2024-01-20,22:23:36,S005,Gaming Consoles 622,Electronics,Gaming Consoles,3,85485.01,256455.03,73908.67,Debit Card,C0021,73,Male,"25,000-49,999",Mumbai,No,High
T0090,2024-05-15,16:19:45,S003,Camping Gear 232,Sports and Outdoors,Camping Gear,2,80493.54,160987.08,41558.49,Cash,C0068,71,Male,"25,000-49,999",Hyderabad,No,Low
T0099,2024-01-19,16:17:31,S004,Headphones 471,Electronics,Headphones,1,45516.93,45516.93,11055.23,Credit Card,C0043,29,Female,"100,000+",Hyderabad,Yes,High
T0023,2024-07-05,02:03:51,S003,Yoga Mats 914,Sports and Outdoors,Yoga Mats,5,83144.61,415723.05,50913.29,Debit Card,C0067,68,Female,"100,000+",Delhi,Yes,Medium
T0096,2024-01-03,08:15:32,S004,Yoga Accessories 562,Health and Wellness,Yoga Accessories,3,44247.5,132742.5,35910.98,Credit Card,C0051,81,Female,"<25,000",Mumbai,Yes,High
T0054,2024-03-02,16:23:11,S002,Jewelry 342,Fashion and Accessories,Jewelry,3,96110.52,288331.56,60836.02,Credit Card,C0098,56,Female,"<25,000",Bangalore,Yes,Low
T0051,2024-01-14,20:45:54,S001,CDs 539,Books and Media,CDs,5,43125.43,215627.15,29222.35,Mobile Payment,C0051,46,Male,"50,000-74,999",Bangalore,Yes,Medium
T0052,2024-07-13,22:31:39,S004,Non-Fiction Books 744,Books and Media,Non-Fiction Books,3,35671.22,107013.66,6914.54,Debit Card,C0063,42,Male,"75,000-99,999",Delhi,Yes,High
T0031,2024-02-25,22:52:47,S005,Vitamins 353,Health and Wellness,Vitamins,4,48334.51,193338.04,48733.24,Cash,C0079,29,Female,"75,000-99,999",Bangalore,Yes,Low
T0026,2024-04-23,23:04:10,S002,Washing Machines 694,Home Appliances,Washing Machines,5,99391.55,496957.75,116922.46,Debit Card,C0095,22,Female,"<25,000",Chennai,No,High
T0043,2024-04-13,13:01:42,S002,Laptops 188,Electronics,Laptops,5,39728.82,198644.1,48629.07,Cash,C0054,29,Male,"75,000-99,999",Chennai,No,Medium
T0032,2024-06-17,12:50:24,S003,Bluetooth Speakers 583,Electronics,Bluetooth Speakers,5,78869.36,394346.8,70112.43,Mobile Payment,C0016,72,Male,"50,000-74,999",Chennai,No,Low
T0082,2024-05-21,09:49:02,S005,Running Shoes 437,Sports and Outdoors,Running Shoes,3,20373.06,61119.18,7661.04,Cash,C0080,71,Female,"100,000+",Chennai,Yes,Low
T0015,2024-05-07,12:40:51,S005,CDs 439,Books and Media,CDs,4,84284.62,337138.48,65501.59,Debit Card,C0029,66,Male,"75,000-99,999",Hyderabad,Yes,High
T0078,2024-03-20,06:00:25,S005,Vinyl Records 243,Books and Media,Vinyl Records,5,81087.69,405438.45,63435.05,Mobile Payment,C0012,21,Male,"50,000-74,999",Mumbai,Yes,Medium
T0050,2024-05-12,11:49:03,S001,Essential Oils 100,Health and Wellness,Essential Oils,2,55005.07,110010.14,19451.09,Mobile Payment,C0010,82,Male,"50,000-74,999",Bangalore,No,Low
T0022,2024-05-25,21:23:04,S003,Hats 738,Fashion and Accessories,Hats,5,74715.02,373575.1,99440.77,Credit Card,C0097,40,Male,"75,000-99,999",Delhi,Yes,Low
T0035,2024-07-10,13:51:58,S002,Fiction Books 164,Books and Media,Fiction Books,1,34749.71,34749.71,4541.62,Credit Card,C0087,31,Female,"75,000-99,999",Chennai,Yes,Low
T0070,2024-05-07,15:27:20,S004,Yoga Mats 274,Sports and Outdoors,Yoga Mats,1,37436.17,37436.17,1015.52,Mobile Payment,C0047,60,Female,"100,000+",Mumbai,Yes,Low
T0060,2024-02-01,17:31:44,S005,Sunglasses 117,Fashion and Accessories,Sunglasses,3,39365.3,118095.9,11362.5,Mobile Payment,C0058,84,Male,"100,000+",Hyderabad,Yes,Low
T008,2024-03-11,15:36:18,S004,Laptops 420,Electronics,Laptops,3,36747.87,110243.61,21735.45,Credit Card,C0053,51,Male,"<25,000",Hyderabad,No,Low
T0011,2024-02-14,12:35:38,S004,Handbags 730,Fashion and Accessories,Handbags,1,47750.03,47750.03,12259.2,Debit Card,C0026,75,Female,"50,000-74,999",Chennai,No,Medium
T0055,2024-06-04,19:30:16,S003,Fitness Trackers 925,Sports and Outdoors,Fitness Trackers,1,63233.83,63233.83,1606.34,Debit Card,C0048,56,Female,"75,000-99,999",Bangalore,No,Low
T0081,2024-07-03,11:25:46,S001,Bluetooth Speakers 527,Electronics,Bluetooth Speakers,5,29348.39,146741.95,42049.42,Debit Card,C0093,65,Male,"50,000-74,999",Bangalore,No,Low
T0012,2024-04-16,07:08:06,S001,Audiobooks 533,Books and Media,Audiobooks,3,52152.9,156458.7,16748.93,Debit Card,C0013,56,Male,"25,000-49,999",Delhi,No,High
T0072,2024-06-27,06:37:54,S002,DVDs 303,Books and Media,DVDs,2,81826.33,163652.66,42326.25,Mobile Payment,C008,55,Female,"100,000+",Delhi,Yes,Low
T0033,2024-03-25,04:57:46,S003,Gloves 743,Fashion and Accessories,Gloves,2,67113.37,134226.74,24200.77,Credit Card,C0026,57,Female,"<25,000",Mumbai,Yes,High
T0076,2024-04-14,12:38:34,S001,Magazines 701,Books and Media,Magazines,2,51002.78,102005.56,10679.19,Debit Card,C0031,54,Female,"<25,000",Hyderabad,No,Low
T0011,2024-04-07,22:20:51,S005,Magazines 102,Books and Media,Magazines,4,83988.8,335955.2,71143.77,Credit Card,C0096,26,Female,"<25,000",Hyderabad,Yes,High
T0045,2024-01-27,13:03:00,S003,Fitness Equipment 705,Health and Wellness,Fitness Equipment,4,15773.03,63092.12,4282.6,Debit Card,C0020,74,Male,"<25,000",Chennai,Yes,High
T0073,2024-03-22,11:46:46,S003,Watches 655,Fashion and Accessories,Watches,5,66859.21,334296.05,76024.06,Debit Card,C0083,71,Male,"100,000+",Hyderabad,No,High
T0073,2024-02-26,07:09:54,S002,Magazines 594,Books and Media,Magazines,5,8866.69,44333.45,12783.09,Credit Card,C0073,54,Female,"25,000-49,999",Hyderabad,Yes,High
T0022,2024-02-13,10:36:20,S003,Laptops 972,Electronics,Laptops,2,76432.35,152864.7,95.63,Cash,C0099,71,Female,"50,000-74,999",Delhi,No,High
T0027,2024-07-03,13:05:53,S005,Jackets 785,Fashion and Accessories,Jackets,4,71132.85,284531.4,17842.89,Cash,C0056,46,Male,"100,000+",Chennai,Yes,High
T0014,2024-01-02,15:00:23,S003,Protein Powders 220,Health and Wellness,Protein Powders,3,20056.8,60170.4,14115.85,Mobile Payment,C0058,32,Female,"75,000-99,999",Hyderabad,No,Low
T0091,2024-07-02,17:55:45,S005,Water Heaters 449,Home Appliances,Water Heaters,4,24893.13,99572.52,68.99,Credit Card,C0035,29,Female,"75,000-99,999",Delhi,Yes,High
T0025,2024-06-22,10:16:19,S001,Comic Books 699,Books and Media,Comic Books,3,96247.96,288743.88,6512.31,Credit Card,C0079,31,Female,"75,000-99,999",Delhi,Yes,Low
T0059,2024-02-09,04:51:25,S004,Digital Cameras 442,Electronics,Digital Cameras,2,66086.89,132173.78,33298.12,Mobile Payment,C0050,33,Male,"25,000-49,999",Hyderabad,Yes,High
T0012,2024-06-11,23:33:57,S003,Comic Books 510,Books and Media,Comic Books,3,46611.06,139833.18,13409.81,Mobile Payment,C001,58,Male,"75,000-99,999",Chennai,Yes,High
T0081,2024-03-01,07:01:31,S002,Coffee Makers 469,Home Appliances,Coffee Makers,1,36341.71,36341.71,10841.95,Mobile Payment,C0047,77,Male,"50,000-74,999",Hyderabad,No,Medium
T0087,2024-07-05,08:07:38,S001,Graphic Novels 475,Books and Media,Graphic Novels,5,50070.72,250353.6,12180.47,Credit Card,C0091,58,Male,"50,000-74,999",Bangalore,Yes,Medium
T0071,2024-07-04,21:39:07,S004,Electric Kettles 417,Home Appliances,Electric Kettles,1,30101.93,30101.93,7881.96,Debit Card,C0076,84,Male,"25,000-49,999",Bangalore,Yes,High
T0061,2024-01-01,17:21:00,S005,Electric Kettles 479,Home Appliances,Electric Kettles,4,39796.26,159185.04,32134.94,Mobile Payment,C00100,67,Male,"25,000-49,999",Mumbai,Yes,High
